-like	sؤپn<br><br>
give	afkandan; atؤپ kardan; baxإ،idan; baxإ،idan (baxإ،); bayؤپn kardan; be maâ€™raz-e namؤپyeإ، gozؤپإ،tan; dؤپdan; dؤپdan (deh); deheإ،; erؤپeâ€Œ dؤپdan; ettefؤپq oftؤپdan; gerye kardan; hedye kardan; nesbat dؤپdan; piإ،keإ، kardan; resؤپndan; إ،arh dؤپdan; taqdim dؤپإ،tan; taqdim kardan; taqdim kardan (kon); taxsis dؤپdan; vؤپgozؤپr kardan<br><br>
give a butt	إ،ؤپx zadan<br><br>
give a chance	forsat dؤپdan<br><br>
give a receipt for	resid dؤپdan<br><br>
give an opportunity	forsat dؤپdan<br><br>
give and take	bedebestؤپn<br><br>
give as a gift	hedye dؤپdan<br><br>
give away	baxإ،idan; fؤپإ، kardan<br><br>
give back	pas dؤپdan<br><br>
give birth to	be donyؤپ ؤپvardan<br><br>
give clearance	ejؤپze dؤپdan<br><br>
give honor	taإ،rif ؤپvardan<br><br>
give in	taslim إ،odan<br><br>
give in exchange	avaz dؤپdan<br><br>
give money	pardؤپxtan<br><br>
give notice	xabar dؤپdan<br><br>
give notice of departure	raftan-e xod rؤپ xabar dؤپdan<br><br>
give off	birun dؤپdan<br><br>
give one's word	ahd kardan<br><br>
give out	birun dؤپdan; eâ€™lؤپn kardan; tamؤپm إ،odan; towziâ€™ kardan<br><br>
give over	dast keإ،idan; vؤپة،ozؤپrdan<br><br>
give thanks	sepؤپsgozؤپri kardan<br><br>
give the meaning	maâ€™ni kardan<br><br>
give to understand	fahmؤپndan<br><br>
give trouble	azؤپb dؤپdan<br><br>
give up	monsaref إ،odan; qat'-e omid kardan; sarfenazar kardan; tark kardan; taslim kardan; vel kardan<br><br>
give up hope	nؤپomid إ،odan<br><br>
given	baxإ،ide; dؤپde; ma'lum; moayyan; mo'tؤپd<br><br>
giver	dehande<br><br>
giving birth	zؤپymؤپn<br><br>
giving citizenship	tؤپbeiyat dؤپdan<br><br>
gizmo	mekؤپniki<br><br>
glabrous	bimu<br><br>
glace	bastani; leؤپbdؤپr; mosattah<br><br>
glacial	yaxbandؤپn<br><br>
glaciate	monjamed إ،odan; yax bastan; yax zadan; yax zadan (zan)<br><br>
glacier	yaxcؤپl-e tabi'i<br><br>
glad	xorsand; xoإ،hؤپl<br><br>
gladden	xoإ،hؤپl kardan; xoإ،nud sؤپxtan<br><br>
glade	biإ،e<br><br>
gladiola	zanbaq<br><br>
gladness	xoإ،hؤپli<br><br>
glamor	afsun; jؤپdu; zarqobarq<br><br>
glamorous	faribande; mashurkonande<br><br>
glamour	zarqobarq<br><br>
glance	barandؤپz; barandؤپz kardan; be yek nazar didan; eإ،ؤپre yؤپ negؤپh-e moxtasar; lamhe; morur; nazar-e ejmؤپli; nazar-e ejmؤپli kardan; neة،ؤپh; negؤپh-e moxtasar; negؤپh-e moxtasar kardan; neة،aristan; xarؤپإ،idan<br><br>
glancing	ejmؤپli; zudgozar; zudة،ozar<br><br>
gland	qodde; qodde (qodad)<br><br>
glans	balut<br><br>
glare	rowإ،anؤپyi-ye zanande; tؤپbeإ،-e xirekonandeâ€Œ; taإ،a'إ،o'; xire negؤپh kardan<br><br>
glaring	xodnamؤپyi<br><br>
glass	ؤپbة،ine; ؤپyine; estekؤپn; ة،ilؤپs; livؤپn; إ،iإ،e; إ،iإ،ei<br><br>
glass blower	إ،iإ،eة،ar<br><br>
glass cleaner	إ،iإ،epؤپkkon<br><br>
glass cutting	إ،iإ،ebori<br><br>
glass work	إ،iإ،ekؤپri<br><br>
glass-eyed	kur<br><br>
glassblower	إ،iإ،eة،ar<br><br>
glassblowing	إ،iإ،eة،ari<br><br>
glasses	eynak<br><br>
glasses case	jؤپeynaki<br><br>
glasshouse	ة،olxؤپne<br><br>
glassy	إ،iإ،ei<br><br>
glaze	barrؤپq kardan; loؤپb; minؤپ; seyqal kardan<br><br>
glazed	leؤپbdؤپr<br><br>
glazier	إ،iإ،ebor; إ،iإ،eة،ar<br><br>
gleanings	bؤپqi<br><br>
glee	kؤپmyؤپbi; xoإ،hؤپli<br><br>
gleet	xim<br><br>
glib	salis; zabؤپnbؤپz<br><br>
glide	ؤپsؤپn raftan; narm raftan; sabok paridan; sar xordan; sar-e kؤپr raftan; sor; sor xordan; soridan; sorxordan<br><br>
glider	havؤپpeymؤپ-ye bimotor<br><br>
glimpse	be yek nazar didan; ejmؤپlan didan; ettefؤپqan didan; lamhe; nazar-e ejmؤپli; negؤپh-e ejmؤپli kardan; negؤپh-e sariâ€™<br><br>
glint	deraxإ،idan; tؤپbidan; tala'lo'<br><br>
glissade	sar-e kؤپr raftan<br><br>
glisten	barq zadan<br><br>
glister	deraxإ،idan<br><br>
glitch	xarؤپbi<br><br>
glitter	barq zadan; deraxإ،eإ،; deraxإ،idan; tala'lo'<br><br>
gloaming	tؤپrik-o rowإ،an<br><br>
gloat	xire negؤپh kardan<br><br>
glob	ة،olobul<br><br>
global	jahؤپni; koravi; sarؤپsar-e jahؤپn; sarؤپsari<br><br>
globe	guy; kore; kore (korؤپt); qatre<br><br>
globe trotter	jahؤپnة،ard<br><br>
globe trotting	jahؤپnة،ardi<br><br>
globular	ة،erd; koravi<br><br>
globule	ة،olobul<br><br>
glockenspiel	santur<br><br>
glomerate	koluxeإ،ode<br><br>
gloom	afsordeة،i; deltanة،i; tؤپrik kardan; tireة،i<br><br>
gloomy	afsorde; pakar; tؤپr; tire<br><br>
gloria	fer<br><br>
glorification	tajlil; takrim; tamjid<br><br>
glorify	sotudan (setؤپ)<br><br>
glorious	bؤپإ،okuh; sarboland<br><br>
glory	azemat; bؤپlidan; eftexؤپr; ezzat; mobؤپhؤپt; nur; sarbolandi; إ،okuh; إ،okuhmandi<br><br>
gloss	barq; barq andؤپxtan; barrؤپqi; jalؤپ; seyqal; seyqal dؤپdan; إ،okuh; tafsil; tafsir kardan; ta'vil<br><br>
glossary	vؤپإ¾enؤپme<br><br>
glossy	barrؤپq; sؤپf<br><br>
glottalic	cؤپknؤپyi<br><br>
glove	dastkeإ،<br><br>
gloves	dastkeإ،<br><br>
glow	bar afruxtan; dar tabotؤپb budan; ة،armi; moإ،tael budan; qermez إ،odan; tؤپb; tؤپb ؤپmadan; tؤپbeإ،; tؤپbidan<br><br>
glow e box	dؤپإ،bord<br><br>
glower	axm kardan; xire negؤپh kardan<br><br>
glucose	golokoz; ة،olokoz<br><br>
glue	casb; casbؤپndan; casbؤپndan (casbؤپn); seriإ،<br><br>
gluey	casbi<br><br>
glum	ranjide<br><br>
glut	eإ،bؤپ'; por kardan<br><br>
gluteus	kafal<br><br>
glutton	dale<br><br>
gluttonous	porxor<br><br>
gmkrdh	ة،omkarde<br><br>
gnarl	pic dؤپdan; qorolond; zuze<br><br>
gnash	be ham feإ،ordan<br><br>
gnat	paإ،e<br><br>
gnaw	gؤپz gereftan; kandan; sؤپyidan; tahlil raftan; xؤپyidan<br><br>
gnome	kutule<br><br>
gnomon	aqrabak; إ،ؤپxes<br><br>
gnostic	ؤپref<br><br>
go	bar ؤپn budan; dar sadad budan; ة،aإ،tan; ة،ozaإ،tan; kؤپr kardan; pؤپ zadan; raftan; raftan (rav, row); raftan (row, rav); rؤپh raftan; rؤپhi إ،odan; rahsepؤپr إ،odan; ravؤپj dؤپإ،tan; ravؤپneâ€Œ sؤپxtan; ruy dؤپdan; seyr; sir kardan; إ،odan; tamؤپm إ،odan; taإ،rif bordan (bar)<br><br>
go across	obur kardan<br><br>
go along	hamrؤپhi kardan; movؤپfeq budan<br><br>
go ashore	be xoإ،ki raftan<br><br>
go away	be mosؤپferat raftan<br><br>
go backward	aqab-aqab raftan<br><br>
go blind	nؤپbinؤپ إ،odan<br><br>
go by car	bؤپ otomobil raftan<br><br>
go by train	bؤپ qatؤپr raftan<br><br>
go down	pؤپyin raftan; qarq إ،odan; qorub kardan; xؤپbidan<br><br>
go forward	jelow raftan; piإ، raftan; piإ،raft kardan<br><br>
go off	ؤپb إ،odan; dar raftan<br><br>
go on foot	pؤپ-ye piyؤپde raftan<br><br>
go out	birun raftan; eâ€™tesؤپb kardan; xؤپrej إ،odan<br><br>
go over	ة،ozaإ،tan; gozaإ،tan (gozar); morur kardan<br><br>
go swimming	be إ،enؤپ raftan<br><br>
go through	obur kardan; tey kardan<br><br>
go to bed	be raxtexؤپb raftan<br><br>
go to jail	be zendؤپn oftؤپdan<br><br>
go to sleep	be raxtexؤپb raftan<br><br>
go to the bathroom	tuؤپlet raftan<br><br>
go up	bؤپlؤپ ؤپmadan; soud kardan<br><br>
go wrong way	rؤپh rؤپ avazi raftan<br><br>
go-ahead	motehavver<br><br>
go-between	rؤپbet<br><br>
goad	ؤپzordan<br><br>
goal	darvؤپze; darvؤپzebؤپn; gol; hadaf; hadaf (ahdؤپf); maqsad; maqsud; maqsud (maqؤپsed)<br><br>
goal orientation	hadafة،erؤپyi<br><br>
goal oriented	hadafة،erؤپ<br><br>
goalkeeper	darvؤپzebؤپn<br><br>
goals	ahdؤپf<br><br>
goat	boz; bozqؤپle<br><br>
goatee	riإ،-e bozi<br><br>
goatskin	xik<br><br>
gobbet	loqme<br><br>
gobble	harisؤپne xordan; qurt dؤپdan<br><br>
goblet	jؤپm; sؤپqar<br><br>
goblin	div; jenn<br><br>
goblins	ajenne<br><br>
god	ؤپfaridegؤپr; Allؤپh; Parvardgؤپr; Xodؤپ; Xodؤپvand; Xodؤپvandة،ؤپr; Yazdؤپn; Izad; parvardة،ؤپr<br><br>
god bless him	xodؤپbiyؤپmorz<br><br>
god forbid!	hؤپإ،ؤپ<br><br>
god willing	enإ،ؤپallؤپh<br><br>
god's	ahurؤپyi<br><br>
God's house	Xؤپne-ye Xodؤپ<br><br>
God-given	xodؤپdؤپd<br><br>
Goddess	elؤپhe; izadbؤپnu<br><br>
godfather	pedar-e ta'midi; pedarxؤپnde<br><br>
godhead	rabbonno'<br><br>
godless	bixodؤپ<br><br>
godlessness	bidini<br><br>
godly	bؤپxodؤپ; xodؤپة،une; xodؤپparast<br><br>
godmother	mؤپdar-e ta'midi<br><br>
godown	bal'; jor'e<br><br>
gods	izadؤپn; xodؤپyeة،ؤپn<br><br>
goer	dustdؤپr; qadam<br><br>
goggle	ة،aإ،tan<br><br>
going	azimat; jؤپri; raftan; rؤپyey; yaryؤپn<br><br>
going public	mozؤپyede<br><br>
goiter	goؤپtr<br><br>
gold	talؤپ; zar<br><br>
gold bullion	إ،emإ،-e talؤپ<br><br>
gold medal	medؤپl-e talؤپ<br><br>
gold plating	rukeإ،-e talؤپ<br><br>
golden	talؤپyi; zarrin<br><br>
golden mean	miyؤپneravi<br><br>
goldsmith	talؤپsؤپz; zargar; zarة،ar; zarة،ari<br><br>
golestan	ة،olestؤپn<br><br>
golf	golf<br><br>
golosh	ة،ؤپleإ،<br><br>
golshan	ة،olإ،an<br><br>
gone with the wind	barbؤپdrafte<br><br>
gonfalonier	parcamdؤپr<br><br>
gong	nؤپqus<br><br>
goniometer	jahatnemؤپ; yahatyؤپb<br><br>
gonorrhea	suzؤپk<br><br>
goo	casbnؤپk; zowq<br><br>
good	beh; hasane; jens (ajnؤپs); kؤپlؤپ; kؤپmyؤپbi; mؤپlottejؤپre; marqub; neku; nik; niku; pؤپk; pasandide; ruberؤپh; sahih; إ،ؤپyeste; xeyr; xoإ،; xoإ،nؤپm; xub; xubi<br><br>
good Afternoon	zohr bexeyr<br><br>
good appetite	xoإ،'eإ،tehؤپ<br><br>
good behavior	xoإ،raftؤپri<br><br>
good day	ruz bexeyr<br><br>
good dealler	xoإ،hesؤپb<br><br>
good deed	savؤپb<br><br>
good evening	asr bexeyr<br><br>
good fellow	hampiyؤپle<br><br>
good for	xoإ،ؤپ<br><br>
good fortune	saؤپdat<br><br>
Good Friday	Jom'e-ye Moqaddas<br><br>
good heart	xoإ،qalb<br><br>
good looking	xoإ،qiyؤپfe<br><br>
good luck	yomn<br><br>
good morning	sobh bexeyr<br><br>
good news	moإ¾de<br><br>
good night	إ،ab bexeyr; إ،ab xoإ،; إ،abbexeyr<br><br>
good quality	xubi<br><br>
good standing	xoإ،hesؤپbi<br><br>
good thing	amr-e xeyr<br><br>
good-for-nothing	bedardnaxor<br><br>
good-hearted	xoإ،qalb<br><br>
good-looking	xoإ،qiyؤپfe; xoإ،simؤپ<br><br>
good-tempered	xoإ،axlؤپq<br><br>
goodbye	vedؤپ'; xodؤپhؤپfezi; xodؤپneة،ahdؤپr<br><br>
goodbye!	Xodؤپ hؤپfez; Xodؤپ negahdؤپr; Xodؤپ hؤپfez!; xodؤپneة،ahdؤپr<br><br>
goodliness	xoإ،ة،eli<br><br>
goodman	mehmؤپnxؤپnedؤپr<br><br>
goodness	niki; nikuyi; xubi<br><br>
goods	mahmule; mahmule (mahmulؤپt)<br><br>
goodwill	nikandiإ،; nikandiإ،i; xeyrxؤپh<br><br>
goof	xatؤپ kardan; xitopit kardan<br><br>
goopy	pormoddaؤپ<br><br>
goose	his; qؤپz<br><br>
goose flesh	murmur<br><br>
gooseberry	angurfarangi<br><br>
gooseflesh	cendeإ،<br><br>
gooseneck	zؤپnu; zؤپnuyi<br><br>
gore	إ،ؤپx zadan; xun<br><br>
gorge	bal'idan; ة،aluة،ؤپh<br><br>
gorget	towqe<br><br>
gorilla	guril<br><br>
gory	xuni; xunin<br><br>
gospel	Enjil<br><br>
gossamer	sabok<br><br>
gossip	arؤپjif; dari-vari; harfhؤپ-ye xؤپlezanaki; soxancini<br><br>
gossiper	sؤپi; xabarcin<br><br>
got	bedastؤپmade<br><br>
gouge	dar ؤپvardan<br><br>
gourd	kadu<br><br>
gourmet food	qazؤپ-ye laziz<br><br>
gout	neqres<br><br>
govern	hokumat kardan; kontorol kardan<br><br>
governance	hؤپkemiyat; hokumat<br><br>
government	dowlat; hokumat; hokumati<br><br>
government agency	sؤپzmؤپn-e dowlati<br><br>
government organizations	taإ،kilؤپt-e dowlati<br><br>
government spokesman	soxangu-ye dowlat<br><br>
governmental	dowlati<br><br>
governments	doval<br><br>
governor	farmؤپndؤپr; hؤپkem; hokmrؤپn; ostؤپndؤپr; vؤپli<br><br>
governors	hokkؤپm<br><br>
gown	jؤپme-yeâ€Œ boland-e zanؤپne; lebؤپs-e إ،ab; rupuإ،; xerqe<br><br>
GP	pezeإ،k-e omumi; pezeإ،k-e xؤپnevؤپde; pezeإ،k-e xؤپnevؤپdegi<br><br>
gpa	moaddel<br><br>
grab	cang zadan; ة،ereftan; gereftan (gir); qؤپpidan; robؤپyeإ،; robudan; tasarrof kardan<br><br>
grab off	be zur gereftan<br><br>
grace	afsungari; baxإ،andeة،i; enؤپyat; eqbؤپl; ne'mat; rahmat; xubi; yazzؤپbiyat; zibؤپyi<br><br>
graceful	barؤپzande; matbu'<br><br>
gracefulness	ؤپberumandi<br><br>
gracious	baxإ،ande; rauf; xeyrxؤپh; xoإ،ؤپyand<br><br>
graciously	bozorة،vؤپrؤپne<br><br>
gradate	darajeâ€Œbandi kardan<br><br>
gradation	darajebandi; tadrij; taإ،kik<br><br>
grade	daraje; daraje (darajؤپt); darajeâ€Œbandi kardan; dasteâ€Œbandi kardan; nomre; pؤپye; rotbe; sؤپntiة،erؤپd<br><br>
grader	dؤپneإ،ؤپmuz<br><br>
gradient	modarraj; moteharrek; oft-e harؤپrat; sath-e إ،ibdؤپr; إ،ib; إ،ibdؤپr<br><br>
grading	darajebandi; nomreة،ozؤپri<br><br>
gradual	ؤپheste; peygir; peyة،ir; tadriji<br><br>
gradually	bemorur; betadrij; kam-kam; rafte-rafte; tadrijan; xord-xord; zarre-zarre<br><br>
graduate	be tadrij taqyir yؤپftan; darajeâ€Œbandi kardan; darajedؤپr; diplome; fؤپreqottahsil; fؤپreqottahsil إ،odan; lisؤپnsiye<br><br>
graduated	dؤپneإ،ؤپmuxte; modarraj; pelle-pelle<br><br>
graduation	farؤپqat az tahsil<br><br>
graffiti	divؤپrnevis<br><br>
graft	peyvand; peyvand zadan; qalame<br><br>
grafter	peyvandzan<br><br>
grafting	peyvand<br><br>
grail	jؤپm<br><br>
grain	dؤپne; habbe; hobb; hobubؤپt; jow; maإ،rab; qalle; qalle (qallؤپt); rage; raة،e; zarre (zarrؤپt)<br><br>
grain depot	silo<br><br>
grain elevator	silo<br><br>
grain field	ة،andomzؤپr; keإ،tzؤپr<br><br>
gram	geram; noxod<br><br>
grammar	dasturezabؤپn; dasturzabؤپn; elm-e dastur; ة،erؤپmer; ketؤپb-e dastur; sarf-o nahv<br><br>
grammar school teacher	dabir<br><br>
grammatical	dasturi<br><br>
gramophone	gerؤپm; gerؤپmؤپfon<br><br>
gramophone records	ة،erؤپmؤپfon<br><br>
grand	azim; bozorg; vؤپllؤپ<br><br>
grand mosque	masjed-e jؤپme'<br><br>
grand mother	mؤپdarbozorة،<br><br>
grand total	jam'-e koll<br><br>
grandchild	nave<br><br>
granddad	niyؤپ<br><br>
granddaughter	nave<br><br>
grandee	bozorة،ؤپn<br><br>
grandeur	azemat; obohhat; إ،a'n; إ،okuh<br><br>
grandfather	bؤپbؤپbozorg; bؤپbؤپbozorة،; pedarbozorg; pedarbozorة،; pirmard<br><br>
grandfathers	ajdؤپd<br><br>
grandiloquence	gazؤپfguyi<br><br>
grandiloquent	qaliz<br><br>
grandiosity	bozorة،namؤپyi<br><br>
grandma	mؤپmؤپnbozorg<br><br>
grandmother	bibi; mؤپdarbozorg; mؤپdarbozorة،; mؤپmؤپnbozorة،<br><br>
grandpa	bؤپbؤپbozorg; pedarbozorة،<br><br>
grandpapa	niyؤپ<br><br>
grandparent	jad yؤپ jadde<br><br>
grandparents	pedarbozorg-o mؤپdarbozorg<br><br>
grandsir	pirmard<br><br>
grandsire	pedarbozorة،<br><br>
grandson	nabire; navؤپde; nave<br><br>
grandstand	jؤپygؤپh-e tamؤپإ،ؤپciyؤپn; jؤپygؤپh-e tamؤپإ،ؤپgarؤپn; xodnamؤپyi kardan<br><br>
grandstanding	xodnamؤپyi<br><br>
granite	ة،erؤپnit; sang-e xؤپrؤپ; xؤپrؤپ<br><br>
granny	mؤپdarbozorة،<br><br>
grant	atؤپ; atؤپ kardan; baxإ،eإ،; dؤپdan; dؤپdan (deh); eâ€™tؤپ kardan; ehdؤپ; e'tؤپ kardan<br><br>
grant visa	ravؤپdid dؤپdan<br><br>
granted	baxإ،ide; e'tؤپ; mafruz; إ،arafyؤپb<br><br>
granting	atؤپ<br><br>
granulation	dؤپne<br><br>
grape	angur; anة،ur<br><br>
grape juice	ؤپbangur<br><br>
grapefruit	dؤپrؤپbi<br><br>
grapes	anة،ur<br><br>
grapevine	mow<br><br>
graph	aإ،kؤپl-e moxtalef yek harf; bؤپ nemudؤپr neإ،ؤپn dؤپdan; ة،erؤپf; ة،erؤپfik; hejؤپ-ye kalame; namؤپyeإ،-e hendesi; naqإ،eâ€Œ-ye hendesi; tarh-e xatti<br><br>
grapheme	nevise<br><br>
graphic	ة،erؤپfik; keإ،ideإ،ode; negؤپrei; neveإ،teإ،ode; tarsimi; vؤپzeh<br><br>
graphics	ة،erؤپfik; negؤپresؤپzi<br><br>
graphite	ة،erؤپfit<br><br>
grapnel	lanة،ar<br><br>
grapple	galؤپviz إ،odan<br><br>
grappling	langar gؤپh; qollؤپb<br><br>
grasp	axz; be cand ؤپvardan; cang zadan; cangzani; fahm; fahmidan; farؤپcang kardan; gir ؤپvardan; qؤپpidan<br><br>
grass	alaf; caman; caridan; cerؤپndan; sabze<br><br>
grass blade	sؤپqe-ye alaf<br><br>
grasshopper	malax<br><br>
grassland	camanzؤپr; marta'<br><br>
grate	habs kardan; rande; rande kardan; sؤپbidan<br><br>
grateful	haqإ،enؤپs; mamnun; moteإ،akker; sepؤپsgozؤپr; sepؤپsة،ozؤپr<br><br>
grater	rande<br><br>
gratification	sarbolandi; xoإ،nudi<br><br>
gratify	jobrؤپn kardan<br><br>
grating	panjere; sؤپyande<br><br>
gratis	ؤپzؤپd; majjؤپni; moft; mofti; rؤپyegؤپn; rؤپyة،ؤپn<br><br>
gratitude	haqإ،enؤپsi; sepؤپsة،ozؤپri; taإ،akkor<br><br>
gratuitous	biellat; bixod; moft; mofti; rؤپyegؤپn; rؤپyة،ؤپn<br><br>
gratuity	an'ؤپm; eltefؤپt; pؤپdؤپإ،; rؤپyeة،ؤپni; sepؤپsة،ozؤپri<br><br>
grave	dafn kardan; gur; hafr kardan; mazؤپr; qabr; sangin<br><br>
grave stone	sang-e mazؤپr<br><br>
gravedigger	gurkan; qabrkan<br><br>
gravel	mؤپse; rig; riة،; sanة،rize; إ،en<br><br>
gravel road	إ،use<br><br>
graver	hakkؤپk<br><br>
gravestone	sangeqabr<br><br>
gravid	ؤپbestan<br><br>
gravidity	ؤپbestani<br><br>
gravitate	ة،eravidan<br><br>
gravitation	jؤپzebe<br><br>
gravity	ahammiyat; ة،erؤپneإ،; qovve-ye jؤپzebe; sangini; sanة،ini; إ،eddat; seql; yeddiyat<br><br>
gravure	hakkؤپki<br><br>
gravy	ؤپb-e guإ،t<br><br>
gray	kabud; sefid; tusi; xؤپkestari; xؤپkestariranة،<br><br>
graybeard	riإ،sefid<br><br>
graze	caridan; caridan (car); cerؤپndan; cerؤپnidan; galleâ€Œ cerؤپndan; taqziye kardan; xarؤپإ،; xarؤپإ،idan; xarؤپإ،idegi; xarؤپإ،ideة،i; xorؤپk dؤپdan<br><br>
grazing animal	carande<br><br>
grease	geris; ة،iris; rowqan; rowqan zadan<br><br>
greasing	ة،iriskؤپri<br><br>
greasy	cؤپplusؤپne; carb; carbidؤپr; rowqandؤپr; rowqani<br><br>
great	ؤپli; ؤپlimaqؤپm; azim; basir; besezؤپyi; bozorg; bozorة،; farؤپvؤپn; ة،erؤپnqadr; henة،oft; kabir; ma'reke; mohemm; motaؤپl; motantan; vؤپlؤپmaqؤپm; vؤپlؤپyi; xatir; ziyؤپd<br><br>
great and celebrated	nؤپmؤپvar<br><br>
Great Britain	Beritؤپniyؤپ<br><br>
great dozen	sizdah<br><br>
great grandchildren	nabire<br><br>
great grandparents	ajdؤپd<br><br>
great man	bozorة،mard<br><br>
great-grandfather	pedarjad(d)<br><br>
greatcoat	pؤپltow<br><br>
greaten	ahammiyat dؤپdan; bozorg إ،odan<br><br>
greatly	be mizؤپn-e ziyؤپd-i; beإ،eddat<br><br>
greatness	azemat; kerؤپmؤپt; sarafrؤپzi<br><br>
greave	sؤپqband<br><br>
Grecian	yunؤپni<br><br>
Greece	Yunؤپn<br><br>
greed	hers; tama'; vala'<br><br>
greedily	harisؤپne<br><br>
greedy	haris; إ،ekamu; tama'kؤپr; ziyؤپdexؤپh<br><br>
greedy for something	hers zadan<br><br>
Greek	yunؤپni<br><br>
green	sabz; sabz kardan; sabz إ،odan; sabzijؤپt; sabzrang; sabzranة،; sarsabz; xorram<br><br>
green area	fazؤپ-ye sabz<br><br>
green beans	lubiyؤپsabz<br><br>
green field	sabzezؤپr<br><br>
green onion	piyؤپzce<br><br>
green pea	noxodfarangi<br><br>
green plums	ة،owjesabz<br><br>
green-eyed	hasud<br><br>
greenery	sabzi; sabzi (sabzijؤپt)<br><br>
greengage	ة،owje<br><br>
greengrocer	sabziforuإ،<br><br>
greengrocery	sabziforuإ،i; sabzijؤپt<br><br>
greenhorn	mobtadi; nowce<br><br>
greenhouse	golxؤپne; ة،olxؤپne; ة،olxؤپnei<br><br>
greenhouse gas	gؤپz-e golxؤپnei<br><br>
greens	sabzi<br><br>
greet	dorud goftan; salؤپm; salؤپm dؤپdan; salؤپm kardan; salؤپm resؤپndan; tabrik goftan<br><br>
greeting	dorud; salؤپm; salؤپmoaleyk; tabrik; tahniyat; xoإ،ؤپmad<br><br>
greetings	ahvؤپlporsi<br><br>
gregarious	ة،oruhi; jamâ€™iyatdust; xuإ،e-xuإ،e<br><br>
grenade	nؤپrenjak<br><br>
grid	إ،abake-ye barqresؤپni; turi<br><br>
gridiron	zamin-e futbؤپl<br><br>
grief	anduh; qam<br><br>
grievance	إ،ekؤپyat<br><br>
grieve	qosse xordan<br><br>
grievous	dardnؤپk<br><br>
griffon	ة،ؤپv<br><br>
grill	kabؤپb; kabؤپb kardan; kabؤپbpaz; six<br><br>
grille	jirjirak<br><br>
grilled	kabؤپbi; kabؤپbإ،ode<br><br>
grilled chicken	juje-ye kabؤپbi; kabؤپb-e juje<br><br>
grim	abus; neة،unbaxt; إ،um; tarsnؤپk; zؤپlem<br><br>
grimace	dahankaji; إ،eklak<br><br>
grime	cerk kardan; dude<br><br>
grin	dؤپm; dؤپmafkani; dandؤپnnamؤپyi; niإ، vؤپ kardan; puzxand; puzxand zadan; xande<br><br>
grind	ؤپrd kardan; ؤپsiyؤپb kardan; ؤپsiyؤپb إ،odan; aziyat kardan; kؤپr-e yeknavؤپxt; kubidan; sؤپbidan; saxt kؤپr kardan; sؤپyidan; tiz kardan; xarhammؤپli; xord kardan<br><br>
grinded	carxkarde<br><br>
grinder	tizkon<br><br>
grinding	sؤپyidan (sؤپ(y))<br><br>
grip	ؤپnfolؤپnzؤپ; cang; canة،; cangzani; casbidan; mohkam gereftan; nahr kandan<br><br>
gripe	dard-e saxt; ة،ele; gele kardan; mohkam gereftan<br><br>
grippe	ؤپnfolؤپnzؤپ; gerip<br><br>
gripsack	xorjin<br><br>
grisly	vahإ،atnؤپk<br><br>
grit	ؤپsiyؤپb kardan; rig; sanة،rize; إ،en<br><br>
grits	noxؤپle<br><br>
grittiness	jor'at<br><br>
grizzle	nؤپlidan<br><br>
groan	ة،ele; nؤپle; nؤپle kardan; nؤپlidan; إ،ekؤپyat<br><br>
grocer	attؤپr; baqqؤپl; xؤپrobؤپrforuإ،<br><br>
grocery	baqqؤپli; dokkؤپn-e baqqؤپli; xؤپrobؤپr; xؤپrobؤپrforuإ،i<br><br>
grocery store	xؤپrbؤپrforuإ،i<br><br>
groin	keإ،ؤپle<br><br>
groom	dؤپmؤپd; mehtar<br><br>
groomsman	sؤپqduإ،<br><br>
groove	kؤپnؤپl; إ،iyؤپr; إ،iyؤپrdؤپr; إ،iyؤپrdؤپr kardan<br><br>
grope	ؤپzmudan; dastmؤپli<br><br>
gross	anbuh; bozorة،; doroإ،t; jamâ€™-e kol; nؤپxؤپles; إ،armؤپvar<br><br>
gross income	darؤپmad-e nؤپxؤپles<br><br>
gross weight	nؤپxؤپles<br><br>
grouch	laj<br><br>
ground	asؤپs; banؤپ kardan; be gel neإ،ؤپndan; be zamin neإ،astan; forud ؤپmadan; kaf-e daryؤپ; melؤپk; meydؤپn; meydؤپn (mayؤپdin); mohavvate; mostamsek; osul-e noxostin rؤپ yؤپd dؤپdan; pؤپ; pؤپye; sabab; xؤپk; zamin; zamine<br><br>
ground cloth	zirandؤپz<br><br>
ground floor	hamkaf; tabaqe-ye hamkaf<br><br>
ground forces	niru-ye zamini<br><br>
ground level	hamkaf<br><br>
ground swell	amvؤپj<br><br>
ground-breaking	kolanة،zani<br><br>
grounded	barxؤپste<br><br>
groundless	biasؤپs<br><br>
groundnut	bؤپdؤپmzamini<br><br>
group	daste; goruh; ة،oruh; ة،oruhi<br><br>
group picture	aks-e dastejam'i<br><br>
group travel	safar-e goruhi<br><br>
grouping	dastebandi; ة،oruhbandi<br><br>
groups	aqإ،ؤپr; ة،oruhak<br><br>
groups across	ة،uإ،ekenؤپr<br><br>
grove	biإ،e<br><br>
grovel	xazidan<br><br>
groves	naxlestؤپn<br><br>
grow	amal ؤپmadan; bؤپlidan; bozorg إ،odan; ة،aإ،tan; kؤپإ،tan; qad keإ،idan; roإ،d kardan; roإ،donemov; rostan; rostan (ruy); ruyؤپnidan; ruyidan; ruyidan (ruy); sabz kardan; sabz إ،odan; إ،odan; taraqqi kardan; ziyؤپd إ،odan<br><br>
